Código Codificador,respondent_id,Rol/Cargo de la persona que responde esta encuesta:,Género:,Ingrese el nombre de su institución:,Dependencia de la Unidad TI en su Institución:,Región (opcional):,¿Cómo evalúa Ud. el grado de conocimiento de la Política Nacional de Inteligencia Artificial en su institución? (enlace a Política Nacional de Inteligencia Artificial),¿Su institución tiene un área o persona dedicada a Gobierno de Datos o Gobernanza de Datos?,¿Existen protocolos establecidos para la gobernanza y el intercambio de datos dentro de su institución?,"Desde su perspectiva, ¿cómo evaluaría el grado de avance de su institución en el uso de IA?",¿Cuáles serían los principales motivos por los cuales no utiliza este tipo de servicios?(marque las tres más importantes para el caso de su institución),"Falta de conocimiento o comprensión sobre la IA (usos, beneficios)",Costos elevados de implementación,Falta de personal capacitado,"Falta de conocimiento o comprensión sobre la IA (usos, beneficios)","Preocupaciones de ciberseguridad (privacidad, vulnerabilidades y seguridad)",Resistencia al cambio a nivel organizacional,"Incertidumbre sobre cómo usar la IA de forma legal, ética (regulaciones)",Percepción de que la IA no es relevante o útil,"Problemas éticos (por ejemplo, pérdida de trabajos o subestimación de labores)",Falta de apoyo de niveles más estratégicos para la adopción de la tecnología,Otro (especifique),"Desde su perspectiva, ¿cuáles son sus principales barreras para usar servicios en IA?",Falta de personal capacitado en IA,Limitaciones de infraestructura tecnológica,Dificultades de integración de soluciones con los sistemas existentes,Presupuesto insuficiente para cubrir costos de implementación o mantenimiento,Falta de datos de calidad para entrenar modelos (en caso de soluciones a medida),Preocupaciones de ciberseguridad (riesgos asociados como vulnerabilidades de los algoritmos o fugas de datos que puedan ser sensibles),Escalabilidad de las soluciones,Complejidad de la gestión de cambios tecnológicos,Otro (especifique),¿Conoce el Oficio Circular 711 de 11 de noviembre de 2023 de MinSegPres y MinCiencia?,¿Tiene comentarios respectos del Oficio? (enlace al Oficio Circular 711),Ingrese sus comentarios,¿Conoce la Guía Formulación Ética de Proyectos de Ciencia de Datos?,¿Tiene comentarios respectos de la Guía? (enlace a Guía Formulación ética proyectos de ciencia de datos),Ingrese sus comentarios,¿En qué ámbitos o tipos de proyectos ha utilizado servicios IA?,Automatización de procesos y gestión operativa,Mejora de la interacción con la ciudadanía,Analítica avanzada para la toma de decisiones,Selección de casos de fiscalización,"Detección de fraudes, comportamientos anómalos y ciberseguridad","Focalización: educación, salud y servicios sociales","Planificación urbana, gestión de infraestructura pública y medio ambiente",Justicia y seguridad pública,Diseño y mejora de políticas públicas basadas en datos,Gestión del talento humano y capacitación,Asistencia en emergencias y gestión de desastres,Monitoreo y evaluación de proyectos,Otro (especifique),¿Contrató servicios para el desarrollo de proyectos IA?,"¿Cuáles fueron las barreras (administrativas, técnicas, etc.)?",Falta de un marco legal claro,Burocracia excesiva,Capacidad de adquisición limitada,Ausencia de estándares para la contratación de IA,Falta de infraestructura tecnológica,Escasez de datos de calidad,Complejidad en la integración de sistemas,Falta de personal capacitado,Desconocimiento sobre las tecnologías disponibles,Resistencia cultural al cambio,Restricciones presupuestarias,Costo elevado de soluciones de IA,Preocupaciones sobre privacidad y ética,Falta de confianza en los proveedores,Visión estratégica limitada,Ausencia de métricas claras,Otro (especifique),¿Conoce la Directiva de Recomendaciones para la Adquisición de Proyectos que incluyen Ciencia de Datos e Inteligencia Artificial (IA)?,¿Utilizó la Directiva?,¿En su equipo tiene perfiles que sepan de IA?,¿Cree que es necesaria la capacitación en IA?,¿En qué áreas o temas? Indique las 3 más importantes para su institución.,"Fundamentos de IA y conocimientos generales (Introducción a la IA, Ética en la IA, Privacidad y protección de datos, Gobernanza y estrategia en IA, etc.)","Habilidades técnicas (Análisis y gestión de datos, Machine Learning y Deep Learning, Ciberseguridad en entornos de IA, Integración de soluciones IA, etc.)","Gestión y evaluación de proyectos IA (Diseño y desarrollo de proyectos IA, Selección de proveedores y evaluación de propuestas, Evaluación del impacto y resultados, etc.)","Áreas de aplicación práctica (Automatización de procesos, Análisis predictivo y toma de decisiones basadas en datos, Atención al ciudadano, Seguridad y monitoreo, etc.)","Colaboración y cultura organizacional (Cambio cultural y liderazgo digital, Colaboración interinstitucional, Participación ciudadana y transparencia, etc.)",Otro (especifique),¿Las personas funcionarias han recibido formación sobre el uso ético y las implicaciones de los sistemas de IA en el sector público?,¿Cuántos proyectos con servicios de IA han desarrollado o tienen actualmente en desarrollo?,¿Cuáles eran sus expectativas?,¿Se cumplieron sus expectativas?,La IA en su institución ha sido utilizada para:,Procesos internos,Diseño y entrega de servicios públicos,Elaboración o apoyo de políticas,Describa sus iniciativas en Procesos internos,Describa sus iniciativas en diseño y entrega de servicios públicos,Describa sus iniciativas en elaboración o apoyo de políticas,"Inteligencia Artificial centrada en las personas, ¿cuáles han sido sus dificultades al aplicar este lineamiento?","Transparencia y explicabilidad, ¿cuáles han sido sus dificultades al aplicar este lineamiento?","Privacidad y uso de datos, ¿cuáles han sido sus dificultades al aplicar este lineamiento?",¿Conoce la Guía Permitido Innovar: ¿Cómo podemos desarrollar proyectos de ciencia de datos para innovar en el sector público?,¿La ha utilizado? (enlace a la Guía),¿Ha utilizado la Guía Formulación Ética de Proyectos de Ciencia de Datos?,¿Cuál fue su dificultad al aplicar las consideraciones que presenta la Guía? (enlace a la Guía),¿Cuenta con directrices para garantizar el uso ético de los sistemas de IA en los procesos de toma de decisiones?,"¿Ha utilizado el Cuaderno de Trabajo nº17 Transparencia algorítmica, buenas prácticas y estándares de transparencia en el proceso de toma de decisiones automatizadas?",¿Cuál fue su dificultad al aplicar las consideraciones que presenta el Cuaderno? (enlace al Cuaderno),"Respecto de los proyectos desarrollados en su institución, indique en qué grado ha aplicado las recomendaciones del documento de Transparencia Algorítmica)",¿Existen mecanismos para mitigar los sesgos en los algoritmos de IA que utiliza su organización?,¿Hay alguna persona o departamento designado responsable de supervisar la implementación y el monitoreo de los sistemas de IA con fines de rendición de cuentas?,¿Conoce la plataforma Algoritmos Públicos?,¿Ha subido algoritmos a esta plataforma?
PJ-ACA-02870,114814136321,Encargado de sistemas,Masculino,Academia Judicial,Segunda jerarquía,Metropolitana de Santiago,Medio,No,,En evaluación,,,,Falta de personal capacitado,Falta de infraestructura tecnológica,,,"Incertidumbre sobre cómo usar la IA de forma legal, ética (regulaciones)",,,,,,Falta de personal capacitado en IA,Limitaciones de infraestructura tecnológica,,,,Preocupaciones de ciberseguridad (riesgos asociados como vulnerabilidades de los algoritmos o fugas de datos que puedan ser sensibles),,,,No,,,Sí,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-AGN-00601,114800973189,Analista Gestión de Datos I,Masculino,Agencia de Calidad de la Educación,Otra,Metropolitana de Santiago,Bajo,Sí,"Sí, pero sólo para algunos datos",Inicial (prueba de concepto/un proyecto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatización de procesos y gestión operativa,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,Sí,Sí,,"Fundamentos de IA y conocimientos generales (Introducción a la IA, Ética en la IA, Privacidad y protección de datos, Gobernanza y estrategia en IA, etc.)","Habilidades técnicas (Análisis y gestión de datos, Machine Learning y Deep Learning, Ciberseguridad en entornos de IA, Integración de soluciones IA, etc.)",,"Áreas de aplicación práctica (Automatización de procesos, Análisis predictivo y toma de decisiones basadas en datos, Atención al ciudadano, Seguridad y monitoreo, etc.)",,,No,1,"Automatizar procesos y análisis de datos, considerando reducir tiempos en procesos de validación de imágenes.",Sí,,Procesos internos,,,Validación automatizada de dobles marcas en cuestionarios de calidad de contexto (Estudiantes y padres),No aplica.,No aplica.,No aplica para nuestra implementación,No aplica para nuestra implementación,No aplica para nuestra implementación,No,,No,,No,No,,Bajo,No,No,No,
PE-AGN-00599,114809263591,Ejecutivo de inteligencia de negocios,Masculino,Agencia de promoción de la Inversión extranjera,Segunda jerarquía,Metropolitana de Santiago,Medio,No,,En evaluación,,,Costos elevados de implementación,Falta de personal capacitado,,,,,,,,,,Falta de personal capacitado en IA,Limitaciones de infraestructura tecnológica,,Presupuesto insuficiente para cubrir costos de implementación o mantenimiento,,,,,,Sí,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-AGN-03422,114809505312,Encargado de Respuesta ante Incidentes del CSIRT Nacional de la ANCI,Masculino,Agencia Nacional de Ciberseguridad,Segunda jerarquía,Metropolitana de Santiago,Bajo,No,,No se ha utilizado,,,,,,,,,Percepción de que la IA no es relevante o útil,,,Falta de   tiempo para levantar procesos y procedimientos de uso,,,,,,,,,,Falta de tiempo y recurso humano (no necesariamente calificado),No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-AGN-00137,114801263157,Jefe de División Ciberseguridad,Femenino,Agencia Nacional de Inteligencia,Dependencia directa del jefe superior,Metropolitana de Santiago,Medio,No,,Inicial (prueba de concepto/un proyecto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatización de procesos y gestión operativa,,,,"Detección de fraudes, comportamientos anómalos y ciberseguridad",,,,,,,,,No,,,,,,,,,,,,,,,,,,,Sí,Sí,Sí,Sí,,"Fundamentos de IA y conocimientos generales (Introducción a la IA, Ética en la IA, Privacidad y protección de datos, Gobernanza y estrategia en IA, etc.)","Habilidades técnicas (Análisis y gestión de datos, Machine Learning y Deep Learning, Ciberseguridad en entornos de IA, Integración de soluciones IA, etc.)",,"Áreas de aplicación práctica (Automatización de procesos, Análisis predictivo y toma de decisiones basadas en datos, Atención al ciudadano, Seguridad y monitoreo, etc.)",,,No,1,NO APLICA,Sí,,Procesos internos,,,"Ciberseguridad, automatización otras tareas",Ciberseguridad: monitoreo de amenazas,No aplica,"No esta centrado en personas, sino que en procesos de ciberseguridad.",No tiene relación con la ciudadanía,"No se utilizan datos de personas, solo información técnica.",No,,No,,Sí,No,,Moderado,Sí,No,Sí,No
PE-FFAA-00175,114809512776,Punto de Contacto Institucional,Masculino,Armada de Chile,Segunda jerarquía,Valparaíso,Bajo,No,,En evaluación,,"Falta de conocimiento o comprensión sobre la IA (usos, beneficios)",Costos elevados de implementación,Falta de personal capacitado,Falta de infraestructura tecnológica,"Preocupaciones de ciberseguridad (privacidad, vulnerabilidades y seguridad)",,,,,,,,Falta de personal capacitado en IA,Limitaciones de infraestructura tecnológica,Dificultades de integración de soluciones con los sistemas existentes,Presupuesto insuficiente para cubrir costos de implementación o mantenimiento,Falta de datos de calidad para entrenar modelos (en caso de soluciones a medida),Preocupaciones de ciberseguridad (riesgos asociados como vulnerabilidades de los algoritmos o fugas de datos que puedan ser sensibles),Escalabilidad de las soluciones,Complejidad de la gestión de cambios tecnológicos,,Sí,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-SER-00148,114814100076,Subjefe Depto. Tecnologías Marítimas DIRECTEMAR,Masculino,Dirección General del Territorio Marítimo y de Marina Mercante,Segunda jerarquía,Valparaíso,Medio,Sí,"Sí, pero sólo para algunos datos",En evaluación,,,,,,"Preocupaciones de ciberseguridad (privacidad, vulnerabilidades y seguridad)",,,,,,,,,,,,,Preocupaciones de ciberseguridad (riesgos asociados como vulnerabilidades de los algoritmos o fugas de datos que puedan ser sensibles),,,,Sí,No,,Sí,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL-BIB-00685,114802357093,Jefe de Sistemas y Servicios de Información,Masculino,Biblioteca del Congreso Nacional,Dependencia directa del jefe superior,,Alto,No,,Inicial (prueba de concepto/un proyecto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatización de procesos y gestión operativa,,,,,,,,,,,,Análisis y gestión de información,No,,,,,,,,,,,,,,,,,,,No,,Sí,Sí,,"Fundamentos de IA y conocimientos generales (Introducción a la IA, Ética en la IA, Privacidad y protección de datos, Gobernanza y estrategia en IA, etc.)",,"Gestión y evaluación de proyectos IA (Diseño y desarrollo de proyectos IA, Selección de proveedores y evaluación de propuestas, Evaluación del impacto y resultados, etc.)","Áreas de aplicación práctica (Automatización de procesos, Análisis predictivo y toma de decisiones basadas en datos, Atención al ciudadano, Seguridad y monitoreo, etc.)",,,No,3 aprox,Pruebas de conceptos,Sí,,Procesos internos,,,Análisis y gestión de información.,Procesos internos de análisis y gestión de información de apoyo.,Procesos internos de análisis y gestión de información de apoyo.,Realizar bajada inicial y coordinar esfuerzos metodológicos ,en proceso,aún nos encontramos en la etapa de definición de directrices de uso ético de la IA,Sí,No,No,,Sí,No,,Bajo,No,No,Sí,No
PE-SER-00151,114804542899,Jefe División Planificación y Desarrollo,Masculino,Caja de Previsión de la Defensa Nacional,Segunda jerarquía,Metropolitana de Santiago,Bajo,No,,No se ha utilizado,,"Falta de conocimiento o comprensión sobre la IA (usos, beneficios)",,Falta de personal capacitado,,,,"Incertidumbre sobre cómo usar la IA de forma legal, ética (regulaciones)",,,,,,Falta de personal capacitado en IA,,,Presupuesto insuficiente para cubrir costos de implementación o mantenimiento,,Preocupaciones de ciberseguridad (riesgos asociados como vulnerabilidades de los algoritmos o fugas de datos que puedan ser sensibles),,Complejidad de la gestión de cambios tecnológicos,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE-FOS-00156,114812193802,"Mayor de Carabineros, Coordinador de Transformación Digital",Masculino,Carabineros de Chile,Tercera jerarquía,,Bajo,No,,Inicial (prueba de concepto/un proyecto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selección de casos de fiscalización,,,,Justicia y seguridad pública,,,,,,No,,,,,,,,,,,,,,,,,,,No,,Sí,Sí,,"Fundamentos de IA y conocimientos generales (Introducción a la IA, Ética en la IA, Privacidad y protección de datos, Gobernanza y estrategia en IA, etc.)",,"Gestión y evaluación de proyectos IA (Diseño y desarrollo de proyectos IA, Selección de proveedores y evaluación de propuestas, Evaluación del impacto y resultados, etc.)","Áreas de aplicación práctica (Automatización de procesos, Análisis predictivo y toma de decisiones basadas en datos, Atención al ciudadano, Seguridad y monitoreo, etc.)",,,Sí,1 Sitio en conjunto con Subsecretaría de Prevención del Delito.,Lograr incorporar IA a la analítica de información y proyección del comportamiento delictual.,Sí,,,Diseño y entrega de servicios públicos,,,Implementación de plataforma IA de apoyo en la gestión investigativa de vehículos robados.,No aplica.,Falta de capacitaciones al personal.,Falta de capacitaciones al personal.,"Actualmente se está realizando un análisis de la nueva ley de protección de datos personales, esperando los reglamentos respectivos, para comenzar la etapa de implementación de la protección, privacidad y uso de datos.",No,,No,,No,No,,Bajo,No,No,No,
PE-SER-00022,114814135206,Jefe Subdepartamento de Ciencia de Datos,Masculino,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Dependencia directa del jefe superior,Metropolitana de Santiago,Bajo,Sí,"No, pero se está trabajando en esos temas",Inicial (prueba de concepto/un proyecto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Analítica avanzada para la toma de decisiones,,,,,,,,,,,Sí,,,,Capacidad de adquisición limitada,,,Escasez de datos de calidad,Complejidad en la integración de sistemas,Falta de personal capacitado,,,Restricciones presupuestarias,,Preocupaciones sobre privacidad y ética,,,,,No,,Sí,Sí,,"Fundamentos de IA y conocimientos generales (Introducción a la IA, Ética en la IA, Privacidad y protección de datos, Gobernanza y estrategia en IA, etc.)","Habilidades técnicas (Análisis y gestión de datos, Machine Learning y Deep Learning, Ciberseguridad en entornos de IA, Integración de soluciones IA, etc.)","Gestión y evaluación de proyectos IA (Diseño y desarrollo de proyectos IA, Selección de proveedores y evaluación de propuestas, Evaluación del impacto y resultados, etc.)","Áreas de aplicación práctica (Automatización de procesos, Análisis predictivo y toma de decisiones basadas en datos, Atención al ciudadano, Seguridad y monitoreo, etc.)","Colaboración y cultura organizacional (Cambio cultural y liderazgo digital, Colaboración interinstitucional, Participación ciudadana y transparencia, etc.)",,No,2,Mejorar los estándares de resultados de las predicciones de demanda de productos,Sí,,Procesos internos,,,análisis de reclamos operacionales,Mejora de búsqueda de información para la ciudadanía en página Remedios mas baratos,No hay iniciativas actualmente en curso,"Tenemos pocos casos de uso, ya que la interacción ciudadana es limitada en nuestro caso.",No se ha publicado información a la ciudadanía preparada por IA,"Actualmente nos encontramos en elaboración de una política de gobernanza de datos, su ausencia ha sido la principal dificultad.",No,,No,,Sí,No,,Bajo,Sí,Sí,No,
PE-HOS-00044,114804513932,Profesional Informática,Masculino,Centro de Referencia de Salud de Peñalolén Cordillera Oriente,Tercera jerarquía,Metropolitana de Santiago,Bajo,No,,En evaluación,,"Falta de conocimiento o comprensión sobre la IA (usos, beneficios)",Costos elevados de implementación,,,,,,,,Falta de apoyo de niveles más estratégicos para la adopción de la tecnología,,,Falta de personal capacitado en IA,Limitaciones de infraestructura tecnológica,,Presupuesto insuficiente para cubrir costos de implementación o mantenimiento,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
